house_id,area_sqft,bedrooms,bathrooms,neighborhood,year_built,garage_size,distance_city_center,house_condition,price
50,918.0,3,1.0,Suburb,1997,3.0,2.7255354360046473,Fair,145677.11606304912
51,1962.0,3,2.0,Downtown,1981,0.0,3.658963982785521,Fair,273928.60452326253
52,1607.0,2,1.0,Riverside,2000,0.0,6.37044088469103,Poor,215196.47986655936
53,1461.0,4,1.0,OldTown,2001,1.0,21.5584287785635,Fair,234726.28921323887
54,2105.0,2,2.0,Downtown,1983,0.0,23.15300704215781,Fair,208162.3553415348
55,2315.0,4,3.0,OldTown,1985,0.0,20.743314368635694,Excellent,285038.0687686725
56,2265.0,3,2.0,Suburb,2019,,8.684891826737257,Poor,281744.5856180113
57,1380.0,2,2.0,OldTown,1992,0.0,7.174937807166375,Fair,184260.1198214952
58,1645.0,3,3.0,Riverside,1965,1.0,13.95431442436086,Good,243154.51453394763
59,1965.0,2,3.0,Downtown,2008,1.0,18.185402433061252,Excellent,254671.4227145522
60,2287.0,3,1.0,Riverside,2002,1.0,24.837633309924282,Excellent,236612.6432288222
61,1560.0,4,3.0,Riverside,1968,1.0,3.7234824410336924,Good,247446.18593799358
62,1707.0,2,2.0,Downtown,1990,,1.7076539760832086,Excellent,192157.6761830682
63,1246.0,4,2.0,Riverside,1996,0.0,17.51171928038414,Good,108898.17419561128
64,1201.0,2,1.0,Uptown,2003,0.0,20.889531695845687,Excellent,118359.9253843149
65,2206.0,3,2.0,Uptown,2004,1.0,21.23554510672737,Good,275462.5142707945
66,2478.0,4,1.0,Uptown,1968,2.0,17.122356952390437,Poor,321079.2231555787
67,1763.0,3,1.0,OldTown,2011,2.0,23.87338720092008,Fair,244928.9902854132
68,2301.0,2,2.0,Riverside,2008,1.0,13.01961670684238,Good,285267.30624556425
69,1980.0,3,3.0,Downtown,2014,0.0,22.888462559237205,Fair,228685.90086574343
70,1477.0,3,3.0,Downtown,2017,1.0,24.211397356292313,Fair,197921.0620930404
71,1980.0,4,2.0,OldTown,1977,1.0,21.25535769657614,Good,236606.63097702697
72,2569.0,3,3.0,Downtown,1967,1.0,8.089084799836204,Excellent,345876.7964721371
73,1782.0,4,3.0,Uptown,1975,1.0,5.307283453672234,Poor,266204.95598108904
74,2582.0,5,2.0,Riverside,1968,1.0,13.928941592054551,Good,319546.755661093
75,490.0,3,1.0,Downtown,2004,1.0,11.598861384314617,Good,79351.61308663919
76,2210.0,5,2.0,Downtown,2006,2.0,22.00507938372196,Excellent,328890.3798054447
77,1843.0,3,3.0,Suburb,1955,0.0,2.950775941145266,Excellent,276991.44224522036
78,1650.0,5,2.0,,1950,2.0,6.814631502132206,Good,231584.94626156602
79,1845.0,2,2.0,Suburb,1957,0.0,18.91907414070836,Good,256334.87052967446
80,806.0,4,2.0,Riverside,2000,0.0,2.827172801944147,Fair,146851.04777861782
81,,3,2.0,Uptown,1974,3.0,8.358728143531655,Good,249567.5347724369
82,1978.0,3,2.0,Uptown,1996,3.0,9.985307154322587,Good,270444.95451659313
83,2538.0,4,1.0,Uptown,2004,0.0,15.753548015785904,Excellent,323707.0169233662
84,1540.0,4,2.0,Riverside,2013,1.0,4.374249820124432,Good,227287.19298634827
85,1395.0,2,3.0,Riverside,1959,0.0,21.584810013567882,Fair,155623.26909208114
86,1549.0,2,3.0,Suburb,2005,1.0,11.46478476892372,Good,198288.25319180527
87,2257.0,4,1.0,Downtown,1961,2.0,22.967031941073635,Fair,295381.27483663463
88,1964.0,4,3.0,OldTown,1982,3.0,11.962812884031324,Poor,297013.16845678183
89,1535.0,5,2.0,OldTown,2020,1.0,7.238486344047967,Fair,223735.14303985558
90,2056.0,4,2.0,Downtown,1966,1.0,3.9748063028480347,Poor,257390.69572319562
91,1848.0,5,2.0,Suburb,2010,1.0,0.591754820426478,Good,278297.8115667935
92,2284.0,4,3.0,Downtown,1959,1.0,13.537858382128473,Fair,286646.75604416046
93,,3,3.0,Downtown,1980,3.0,3.1253390747096237,Fair,218037.73545422062
94,1636.0,2,2.0,OldTown,2009,2.0,10.097330208963866,Excellent,213628.2912135389
95,1603.0,4,3.0,Suburb,2019,1.0,14.937158150308624,Fair,195279.36389876192
96,1068.0,4,1.0,,1966,1.0,7.254304474116157,Poor,125445.42794154449
97,1948.0,2,2.0,OldTown,1999,0.0,4.792995162969824,Fair,256013.47367539606
98,1930.0,3,2.0,,1986,0.0,19.48067975392887,Poor,227175.23111063856
99,1802.0,5,2.0,Suburb,2011,2.0,23.696383720899703,Poor,232619.0509810973
100,1682.0,3,1.0,Downtown,2021,1.0,2.960790237618167,Poor,242133.75129664192
101,1092.0,3,3.0,Uptown,1978,1.0,4.311962947432693,Good,155225.31665987242
102,1589.0,3,1.0,Uptown,1981,,24.020310102691607,Fair,185288.84841625893
103,1628.0,3,1.0,Suburb,1960,2.0,1.4257134344000337,Fair,262257.0139626544
104,1398.0,3,2.0,Uptown,1955,0.0,24.45199224548657,Excellent,147761.8966915916
105,1719.0,3,2.0,Riverside,1984,2.0,0.6137898355822249,Fair,291040.0955481945
106,2002.0,2,3.0,Uptown,1982,2.0,21.904882063457617,Excellent,242430.12441549092
107,2743.0,4,2.0,Suburb,1967,3.0,8.029466934199863,Fair,359053.48129442445
108,1887.0,3,1.0,Suburb,1986,1.0,23.495427025343766,Fair,232442.82644788007
109,1928.0,4,3.0,Riverside,1962,0.0,8.265159571571843,Good,259578.47027393273
110,1762.0,5,2.0,Uptown,2013,1.0,16.53050487758437,Poor,256430.00013679804
111,840.0,3,,Uptown,1950,1.0,2.460797959265448,Poor,140145.32985523317
112,1786.0,4,2.0,,2012,0.0,6.437080380616606,Good,236889.25985648666
113,1830.0,3,2.0,OldTown,1983,1.0,19.455143988741643,Fair,252110.01084936465
114,3031.0,5,2.0,Suburb,1959,1.0,13.452803415131083,Good,383826.96908335475
115,1703.0,3,2.0,Downtown,1956,2.0,23.235242013782596,Excellent,162577.13609547878
116,1950.0,4,3.0,Suburb,2005,0.0,11.00440950436318,Fair,276602.77440836065
117,1782.0,4,3.0,Downtown,1986,1.0,21.810402962441117,Good,231217.8339700066
118,1215.0,3,2.0,OldTown,1978,,11.49940821821682,Good,196475.56731823075
119,2371.0,2,1.0,Downtown,1961,2.0,24.491582828198638,Excellent,252903.35717643902
120,2175.0,4,3.0,Suburb,1966,,24.01594234427248,Good,269025.0821632192
121,2195.0,4,2.0,,1997,2.0,8.563849286123968,Excellent,295071.4659511031
122,1345.0,3,2.0,Suburb,1975,3.0,22.20512992521168,Fair,190664.981654575
123,2501.0,4,2.0,Riverside,1961,1.0,21.266478668283405,Good,319604.04626367864
124,1099.0,3,3.0,Riverside,1970,,5.661669734525289,Fair,170852.6680452922
125,2093.0,4,2.0,Riverside,1991,0.0,15.795114819190108,Fair,265994.6644413951
126,2895.0,2,1.0,Riverside,2010,0.0,2.280716731950464,Excellent,340819.1432926243
127,1304.0,5,2.0,OldTown,2007,0.0,20.99941265429481,Poor,179854.81742914478
128,1516.0,3,3.0,Uptown,2003,0.0,4.776374145835665,Excellent,227149.67217813266
129,1849.0,3,1.0,Uptown,1983,0.0,2.2349601839512303,Poor,292232.2231244723
130,1548.0,2,3.0,Suburb,1956,0.0,10.305367840700875,Good,205564.96380650313
131,1024.0,2,2.0,Downtown,1984,0.0,14.634592395691264,Fair,132259.988931581
132,1834.0,3,2.0,Suburb,1964,3.0,21.44546548471439,Fair,241741.09158381706
133,1268.0,3,1.0,Suburb,2014,0.0,24.368941875282545,Fair,118488.0209034593
134,2036.0,4,1.0,Suburb,1974,2.0,11.26756655796166,Good,297772.89548029366
135,1340.0,2,3.0,Suburb,2008,0.0,1.9809496131391202,Fair,186723.17721124447
136,2574.0,3,1.0,Uptown,1955,,18.85333168613383,Good,317314.15957639826
137,1408.0,3,2.0,Downtown,2001,2.0,14.346744777486467,Poor,185570.23993113908
138,1638.0,2,2.0,Suburb,1970,1.0,11.473337948689347,Poor,205294.45193596216
139,2206.0,2,1.0,Uptown,2020,1.0,8.077087530408647,Poor,266837.6431658417
140,1184.0,3,1.0,Suburb,1981,0.0,12.808763932166624,Fair,149767.24439942077
141,1913.0,3,2.0,Riverside,2002,3.0,8.797650309197257,Good,265032.52968446806
142,2453.0,3,3.0,Suburb,2008,2.0,19.046790759810328,Excellent,305632.23063984327
143,996.0,3,2.0,Suburb,2018,2.0,13.825395564069707,Fair,149665.70796879055
144,1892.0,3,2.0,OldTown,2011,1.0,21.982770466775744,Good,225590.23282352585
145,1929.0,2,2.0,Riverside,1953,1.0,13.81682590891133,Good,225763.6292579709
146,2190.0,3,2.0,,1967,2.0,6.337429126828286,Fair,282854.33000482613
147,1181.0,5,2.0,Suburb,2005,,21.35175111468754,Fair,150984.5311069223
148,1139.0,3,3.0,Downtown,1973,1.0,14.151866600786077,Good,139443.6300176894
149,2060.0,4,2.0,Riverside,2015,0.0,5.567605434517251,Poor,261692.55408995843
150,1948.0,3,2.0,Suburb,1962,3.0,15.775941343927443,Poor,241118.58255071312
151,1925.0,4,1.0,OldTown,2011,0.0,9.264060741089475,Fair,254571.57316737578
152,1973.0,4,,Uptown,2003,0.0,21.187937501155613,Good,265254.9744177875
153,1459.0,3,1.0,OldTown,1964,1.0,11.6058435968403,Poor,194823.5257708572
154,1916.0,5,1.0,OldTown,2018,2.0,18.29781327363171,Fair,270060.80770128424
155,1946.0,2,2.0,Uptown,1952,1.0,2.8406370870878104,Fair,259444.6874434679
156,1442.0,2,2.0,Uptown,1986,0.0,10.202596484407481,Poor,181479.3110451127
157,2732.0,4,2.0,Uptown,1986,0.0,24.589415193573767,Fair,353721.08298982546
158,2036.0,4,2.0,Suburb,1952,2.0,20.307277092190134,Excellent,276279.5455677599
159,1204.0,2,2.0,Downtown,2012,3.0,4.418549657989752,Poor,201383.43531219737
160,2128.0,3,1.0,Downtown,1984,2.0,7.30521921219275,Good,278465.4689689511
161,1312.0,2,3.0,Uptown,2001,1.0,8.580487316980847,Fair,178173.6698329886
162,2193.0,3,2.0,OldTown,1977,3.0,16.43395623213842,Good,293405.376679721
163,2379.0,4,,Riverside,1967,1.0,19.04637160749656,Good,284259.22154006816
164,1389.0,3,2.0,Uptown,1985,1.0,18.86340191579379,Fair,122689.6149475878
165,2281.0,3,1.0,OldTown,1982,1.0,12.991914379506868,Good,291665.51067356317
166,2006.0,3,,OldTown,2013,1.0,20.365103177034705,Fair,260217.12340692914
167,,2,2.0,Suburb,1975,2.0,11.208413027558139,Good,284007.2090207874
168,2748.0,3,2.0,Suburb,1997,1.0,3.535073849741267,Fair,351771.7034842566
169,1677.0,4,2.0,Downtown,1989,1.0,14.328825120518426,Excellent,214968.42685010767
170,1423.0,5,3.0,Downtown,1966,0.0,23.831383922727113,Good,137531.77134296997
171,1355.0,4,2.0,Riverside,1989,0.0,19.928344459116527,Excellent,158078.7913345189
172,1392.0,2,3.0,Riverside,1956,1.0,14.678165868459939,Good,153381.97212157413
173,1761.0,5,2.0,Riverside,2006,0.0,16.346738678552875,Fair,214633.69020154478
174,1970.0,4,1.0,Riverside,1957,0.0,23.29876966237153,Good,203488.79520224835
175,1938.0,4,1.0,OldTown,2005,1.0,10.994398463656532,Excellent,228951.6543839164
176,2213.0,3,,OldTown,1980,1.0,8.619156404094616,Excellent,269239.4386966418
177,1806.0,3,1.0,Downtown,2008,2.0,24.442418342511,Fair,223491.53603716
178,2526.0,3,1.0,Suburb,2007,1.0,21.65435677100317,Good,285615.49187879893
179,1667.0,2,3.0,Suburb,1961,2.0,8.414567823155759,Fair,206052.35982979124
180,3160.0,3,3.0,Uptown,1997,3.0,11.862624635342609,Good,430555.0321572046
181,2112.0,3,2.0,OldTown,1980,2.0,10.669414160691076,Fair,282680.6138348558
182,1371.0,3,1.0,Riverside,2012,1.0,4.15284412745013,Fair,144941.0009450172
183,1264.0,4,1.0,Riverside,1988,1.0,23.96657343342485,Excellent,167659.33997826578
184,2041.0,3,,Uptown,1969,3.0,10.40565456488409,Poor,275550.1587129609
185,1688.0,2,2.0,Suburb,1997,0.0,21.945562524628745,Good,200076.3535322238
186,2157.0,5,3.0,Riverside,2020,0.0,5.139227578176294,Good,299057.0980764286
187,2036.0,5,2.0,Suburb,2003,1.0,13.922834860611884,Poor,305568.1428763969
188,1763.0,4,1.0,Uptown,2020,0.0,1.0870539355446105,Fair,238748.1192597242
189,1376.0,5,2.0,Suburb,1978,3.0,19.22340185413656,Good,144956.41690146277
190,1042.0,3,2.0,Suburb,1997,1.0,14.73239050703382,Fair,118787.81366143533
191,1576.0,5,,Suburb,2005,1.0,15.826944795008941,Good,224508.8929960042
192,,2,,Riverside,1966,1.0,1.7671616225890097,Excellent,300007.4072716993
193,1907.0,3,2.0,Downtown,1958,1.0,5.670439090111078,Fair,256048.83702288175
194,1177.0,3,1.0,OldTown,1983,0.0,2.321106372662714,Fair,145870.0658287428
195,1886.0,2,,Suburb,1994,1.0,7.578400737193388,Fair,239531.58224934404
196,1992.0,2,3.0,Suburb,1958,2.0,15.8722556882127,Good,252007.9763611817
197,1358.0,4,1.0,Suburb,1956,1.0,14.371556615775694,Fair,177723.90538157534
198,1876.0,4,1.0,Downtown,1965,2.0,15.497670629528061,Poor,255878.0611049818
199,1829.0,3,1.0,Uptown,1968,,13.95665614875841,Good,224202.0656101595
200,1228.0,2,1.0,Riverside,1955,0.0,7.189205494058554,Excellent,148935.6754943133
201,1978.0,4,2.0,Downtown,1960,0.0,6.490433684938418,Fair,246327.83563017205
202,2080.0,4,3.0,Suburb,2010,1.0,3.857962246646241,Fair,323083.98091795645
203,2341.0,3,2.0,Downtown,1991,2.0,21.302236435135555,Excellent,325947.55518275587
204,2326.0,4,2.0,Downtown,1962,2.0,15.60374428426049,Good,338796.7078833202
205,1111.0,3,2.0,Downtown,1961,1.0,5.069519806349464,Good,178162.57812218464
206,1331.0,3,2.0,Uptown,1969,1.0,4.841629805620368,Good,157535.12437952397
207,2057.0,5,3.0,OldTown,1999,2.0,21.889372237390347,Excellent,236114.55596655392
208,2056.0,3,3.0,Riverside,1985,0.0,18.696906162201323,Good,237357.72989303555
209,2057.0,3,,Uptown,2018,0.0,16.6552774576816,Excellent,241434.4139670213
210,,5,2.0,Uptown,1986,3.0,10.468170634712845,Good,495267.1171154082
211,2085.0,4,2.0,OldTown,1961,1.0,6.918401324823679,Good,289238.23400387017
212,2367.0,2,3.0,Uptown,1989,3.0,24.496543696264183,Fair,259197.98207740788
213,2277.0,2,2.0,Downtown,2003,1.0,20.032369588058604,Fair,298323.6477655098
214,2125.0,2,3.0,Downtown,1951,2.0,7.893590966838774,Good,314317.59185445076
215,,4,2.0,Suburb,1999,0.0,21.26533750882312,Fair,170282.24714395608
216,2179.0,3,1.0,Uptown,1990,0.0,19.093832741059696,Good,215061.46395464765
217,1413.0,2,2.0,Suburb,1994,1.0,7.77847347201096,Fair,185208.14633567582
218,1681.0,5,3.0,Riverside,1958,1.0,10.950544928920172,Good,267060.7200626766
219,1557.0,3,3.0,Downtown,2011,0.0,5.055859412080153,Poor,215084.66987325938
220,1840.0,3,1.0,Riverside,1996,0.0,3.220784887263679,Good,248557.53635635728
221,2957.0,3,2.0,OldTown,1954,0.0,18.20766980457257,Good,343630.4291821282
222,866.0,4,,Downtown,1950,2.0,7.054040505169732,Fair,148737.4998658876
223,2143.0,2,1.0,Riverside,1993,1.0,20.591454460783215,Good,262866.6337224036
224,993.0,3,2.0,,1971,0.0,24.89241343210344,Fair,111617.35723853788
225,1564.0,4,,Riverside,1987,0.0,2.377185441276392,Fair,231435.8036725809
226,,3,3.0,OldTown,1968,0.0,12.089360564550656,Fair,262836.5892861089
227,1832.0,3,2.0,OldTown,1980,1.0,20.150532703114674,Poor,263304.58092294575
228,1261.0,3,3.0,Downtown,2016,0.0,19.82929696526022,Excellent,117636.32920767917
229,1442.0,2,1.0,Suburb,1991,2.0,19.119930379108727,Poor,172928.5796501959
230,2139.0,2,2.0,OldTown,1975,0.0,9.050375914896819,Good,261570.29324517667
231,1434.0,3,,OldTown,1962,0.0,11.619404764283782,Fair,175703.06066961758
232,1908.0,3,1.0,Downtown,2007,2.0,15.07672475486602,Good,259203.06411818822
233,1822.0,2,1.0,Suburb,1967,2.0,24.3615442975448,Fair,190760.69538497677
234,1474.0,4,1.0,Uptown,2016,0.0,8.524908137993076,Good,188176.03116527214
235,,5,2.0,Uptown,1952,,23.117025249063015,Good,339353.84557496355
236,2116.0,4,1.0,Suburb,2004,1.0,7.099244495422106,Good,306164.6880174579
237,787.0,5,2.0,Riverside,2007,2.0,24.732324404105764,Poor,114297.0596131293
238,1893.0,3,2.0,Downtown,2012,1.0,16.921460327275998,Good,247061.44117255442
239,1469.0,5,3.0,Suburb,2001,1.0,11.856031268784498,Fair,230807.61451511135
240,2226.0,2,3.0,Uptown,1973,3.0,15.528065487558319,Poor,327892.1242371603
241,,5,2.0,OldTown,2021,0.0,7.1770136414850665,Fair,240344.8892211472
242,1742.0,5,2.0,Uptown,1958,1.0,7.217259509030932,Fair,258066.31345768573
243,2052.0,4,1.0,OldTown,1986,1.0,3.282086324165599,Fair,286835.081306728
244,2232.0,5,3.0,Downtown,2002,0.0,3.2942322937822697,Good,305608.6980131991
245,1199.0,3,1.0,OldTown,1973,0.0,9.017957665988328,Fair,169727.24024591615
246,1632.0,3,1.0,Suburb,1970,0.0,19.189959208461104,Fair,200602.340762318
247,1562.0,3,1.0,OldTown,1989,1.0,15.395293606154981,Poor,178061.58610028654
248,1473.0,3,2.0,Riverside,2011,1.0,3.01332172811001,Good,226129.01557712583
249,,2,1.0,Suburb,2019,1.0,21.37979486190982,Good,327247.50015006063
250,2002.0,4,2.0,Downtown,2018,0.0,15.233506861256627,Fair,229340.0538184949
251,1169.0,5,1.0,Suburb,1963,1.0,24.040961631227102,Good,147996.35615594801
252,,2,2.0,Riverside,1991,,16.919543951574585,Good,282806.33320980216
253,2861.0,4,1.0,Downtown,1999,1.0,4.791784160752434,Fair,377628.70154621336
254,2316.0,5,1.0,Uptown,2010,1.0,12.107692376541646,Good,286651.5506589273
255,1040.0,5,3.0,Riverside,1953,2.0,16.388191139906503,Good,124492.50253760236
256,1557.0,5,1.0,Downtown,2021,2.0,1.1924851757244535,Good,228346.70364356996
257,2433.0,3,3.0,OldTown,1966,1.0,0.8653014717927934,Fair,318320.23078202637
258,1446.0,5,2.0,Suburb,2006,2.0,3.670373514664914,Poor,237243.7143216073
259,2021.0,4,1.0,Downtown,1997,1.0,6.665778658614034,Fair,280578.70500910043
260,2187.0,2,3.0,Suburb,1993,2.0,11.02395352625655,Good,291643.93755055754
261,1336.0,3,1.0,OldTown,1994,0.0,12.442291607114816,Excellent,136500.80332120782
262,1770.0,4,3.0,Downtown,1982,0.0,3.881676418978471,Fair,229245.47967261198
263,179.0,3,1.0,Uptown,1980,0.0,16.998093688337853,Fair,30000.0
264,1287.0,4,3.0,Riverside,1996,2.0,15.105382511565104,Good,185692.09522818867
265,1673.0,4,1.0,Downtown,1955,1.0,7.714370421608425,Good,222629.10825022258
266,1176.0,2,2.0,OldTown,2021,0.0,0.8346671441646543,Excellent,171663.44770296646
267,2616.0,3,,Downtown,2020,0.0,2.402373926155623,Good,362624.65848243894
268,1084.0,4,3.0,Suburb,1983,3.0,10.096522000015566,Excellent,157901.07984744225
269,1579.0,3,3.0,Downtown,2002,2.0,4.272371603559256,Poor,214709.846809872
270,1865.0,2,3.0,,1963,1.0,9.732080350625285,Poor,245043.03902059377
271,2520.0,2,3.0,Downtown,1965,1.0,15.8904738105037,Poor,306978.43965280947
272,1082.0,3,1.0,Riverside,1992,1.0,13.907316983042447,Good,152892.6372640534
273,2381.0,5,,Downtown,1961,1.0,6.163809136866159,Poor,325543.91492182895
274,1805.0,3,1.0,Suburb,2019,3.0,8.923651035839434,Fair,283563.122525069
275,1309.0,4,2.0,Downtown,1968,0.0,15.54376436199194,Fair,136234.97589878849
276,2031.0,3,2.0,Uptown,1990,1.0,21.590948187064495,Fair,258342.44082515265
277,1899.0,3,,OldTown,2002,1.0,18.953729249102494,Excellent,234959.0654238982
278,1499.0,4,1.0,Downtown,1978,1.0,14.058300657418666,Fair,167703.37734461186
279,1834.0,4,2.0,Downtown,2019,1.0,9.376178458753913,Fair,208968.457335437
280,1607.0,2,1.0,Riverside,2008,1.0,9.443756299774233,Good,179452.1060688387
281,1856.0,3,2.0,Uptown,2013,0.0,22.045724101477703,Poor,236810.30602649975
282,2131.0,2,2.0,OldTown,1973,1.0,1.4614676129933868,Good,307701.6958925807
283,2593.0,3,2.0,Suburb,1965,,24.705574788296392,Good,293175.80072329997
284,1181.0,4,2.0,Downtown,2001,0.0,16.777197565863275,Excellent,142920.14519842117
285,2866.0,2,,OldTown,1955,0.0,17.187873627273568,Excellent,318422.3128130288
286,823.0,3,1.0,Suburb,1986,2.0,1.4309470139661828,Fair,135150.31958493748
287,1724.0,3,,Uptown,1953,1.0,15.335467234836168,Good,207725.83182036123
288,2094.0,5,,Uptown,1987,1.0,12.377062472215952,Poor,312724.71607556014
289,1940.0,5,2.0,OldTown,1990,2.0,3.0915832189046415,Fair,265885.72155921604
290,1488.0,2,2.0,Suburb,1963,1.0,7.309089263849297,Poor,204790.57555382597
291,1695.0,4,1.0,,2020,1.0,22.312704177234455,Fair,237916.01847615442
292,1553.0,3,1.0,OldTown,2000,1.0,13.974716188715847,Excellent,209902.22393901736
293,1505.0,3,3.0,Uptown,2014,1.0,10.628706091760764,Fair,182857.05374599528
294,2224.0,4,3.0,Uptown,2001,1.0,2.280712818099868,Good,285471.9704120133
295,1978.0,5,2.0,Uptown,1979,1.0,17.99597742135649,Fair,263856.0692583342
296,1453.0,5,1.0,Riverside,2006,2.0,17.7198451732028,Fair,200930.77376496833
297,2249.0,3,1.0,Suburb,1979,2.0,15.544068370827807,Excellent,306440.045203278
298,1953.0,3,2.0,OldTown,1991,0.0,13.001434832405906,Fair,253326.0873088767
299,2206.0,4,3.0,OldTown,1960,0.0,11.12771785408063,Good,279767.7658084614
300,2114.0,3,1.0,Suburb,1976,1.0,15.035141778205812,Fair,248555.42187143007
301,1385.0,3,2.0,Suburb,1973,1.0,6.2181885673459645,Poor,168640.468855729
302,1519.0,3,1.0,Suburb,1988,0.0,23.56084707235237,Fair,166745.59262089027
303,2173.0,4,3.0,Suburb,2021,,14.925465964915624,Good,263820.10305350344
304,2105.0,3,2.0,Downtown,1967,0.0,8.124214886682225,Poor,288551.377178526
305,1789.0,2,,OldTown,1994,3.0,11.517156346686352,Poor,250428.79153100456
306,1858.0,5,2.0,Downtown,1961,2.0,20.23927732748386,Fair,257630.56535448576
307,2438.0,2,2.0,Uptown,1998,2.0,4.459593487892287,Good,297204.2707892596
308,1504.0,3,1.0,Uptown,1980,0.0,7.674472750276379,Good,191131.78647724452
309,2073.0,3,,OldTown,1971,0.0,17.147946557045607,Good,235677.99447083738
310,1698.0,2,3.0,,1993,,8.229485558814485,Fair,227357.15657155955
311,,2,3.0,Suburb,2013,0.0,19.916291205605916,Excellent,204657.67520490717
312,2349.0,2,3.0,Downtown,1974,1.0,3.6961104358453403,Good,302215.8381196025
313,,5,2.0,Suburb,2000,1.0,19.185811176137907,Good,274548.70716121973
314,2206.0,3,3.0,Uptown,1956,0.0,2.1746170138388727,Good,312969.3227030286
315,2452.0,5,1.0,Downtown,1955,0.0,0.8085190103536222,Good,315032.96272362943
